Unité	F	f_1 - 5	Score	f_6 - 7	Score	f_8 - 10	Score
"alterner"	12	1	-0.526	6	0.6934	5	-0.3086
"douteur|douteux"	7	2	0.3963	3	0.3401	2	-0.534
"mensonger"	4	2	0.7726	2	0.3678	0	-1.0787
"phénix"	6	2	0.4878	2	-0.1828	2	-0.3806
"cendre"	4	2	0.7726	2	0.3678	0	-1.0787
"aka"	3	1	0.3254	1	-0.1399	1	-0.2549
"boulet"	2	1	0.4593	0	-0.3679	1	0.148
"trainer"	4	1	0.2411	2	0.3678	1	-0.4311
"géant"	11	2	-0.1914	4	0.2507	5	-0.2216
"compilation"	5	2	0.6079	1	-0.3591	2	-0.2442
"mythologie"	8	1	-0.2785	6	1.6268	1	-1.2606
"graviter"	6	1	-0.1709	3	0.4641	2	-0.3806
"créateur"	19	5	0.5305	4	-0.7957	10	0.4315
"rêve"	26	7	0.6575	8	-0.3662	11	-0.3767
"implanter"	7	2	0.3963	3	0.3401	2	-0.534
"déclarer"	3	1	0.3254	1	-0.1399	1	-0.2549
"inévitable"	4	1	0.2411	2	0.3678	1	-0.4311
"contraindre"	15	1	-0.7302	6	0.3763	8	0.4158
"copain"	6	3	1.0485	2	-0.1828	1	-0.8282
"goûter"	2	1	0.4593	1	0.2431	0	-0.5394
"entre-temps"	2	1	0.4593	1	0.2431	0	-0.5394
"saveur"	10	3	0.525	3	-0.2785	4	-0.3263
"injustement"	3	1	0.3254	1	-0.1399	1	-0.2549
"adolescence"	8	1	-0.2785	4	0.5473	3	-0.349
"grandir"	10	1	-0.3979	3	-0.2785	6	0.5392
"lore"	8	1	-0.2785	6	1.6268	1	-1.2606
"manche"	7	2	0.3963	1	-0.6164	4	0.3782
"reboot"	2	1	0.4593	1	0.2431	0	-0.5394
"timing"	8	2	0.3248	4	0.5473	2	-0.7006
"écarter"	10	2	0.2219	5	0.6229	3	-0.6196
"emmener"	13	6	1.6033	4	-0.2882	3	-1.1039
"réalisateur"	7	2	0.3963	3	0.3401	2	-0.534
"anodin"	5	2	0.6079	0	-0.9198	3	0.3665
"tentant"	2	1	0.4593	1	0.2431	0	-0.5394
"rupture"	5	2	0.6079	2	0.2498	1	-0.6238
"origine"	24	4	-0.3019	8	-0.2635	12	0.363
"trilogie"	13	1	-0.5926	3	-0.5371	9	1.0802
"inexistant"	18	7	1.3745	5	-0.4309	6	-0.7104
"ci-dessous"	2	1	0.4593	0	-0.3679	1	0.148
"quelconque"	14	4	0.5607	6	0.4616	4	-0.84
"panorama"	10	1	-0.3979	7	1.6181	2	-1.0639
"organique"	4	1	0.2411	1	-0.2431	2	0.2011
"émerveillement"	2	2	1.4329	0	-0.3679	0	-0.5394
"fabuleux"	17	3	-0.2351	5	-0.3607	9	0.4238
"pertinemment"	5	1	0.1832	0	-0.9198	4	0.841
"platiner"	3	2	1.0153	1	-0.1399	0	-0.809
"claque"	36	13	1.8809	9	-0.8189	14	-0.6256
"dévoiler"	21	4	-0.2062	10	0.8206	7	-0.7786
"conscient"	8	1	-0.2785	1	-0.7541	6	0.9965
"ajout"	13	1	-0.5926	2	-0.9209	10	1.5969
"finalisé"	4	2	0.7726	1	-0.2431	1	-0.4311
"globalement"	29	5	-0.2955	10	-0.2345	14	0.3138
"patate"	3	2	1.0153	1	-0.1399	0	-0.809
"partenaire"	4	1	0.2411	0	-0.7359	3	0.5874
"aidant"	3	1	0.3254	1	-0.1399	1	-0.2549
"mêlée"	4	1	0.2411	1	-0.2431	2	0.2011
"regret"	9	2	0.2679	2	-0.4581	5	0.3887
"carnage"	3	1	0.3254	1	-0.1399	1	-0.2549
"focus"	3	2	1.0153	1	-0.1399	0	-0.809
"compositeur"	9	2	0.2679	3	-0.2072	4	-0.2281
"musical"	23	6	0.5663	6	-0.5708	11	0.2832
"grandiloquent"	2	1	0.4593	1	0.2431	0	-0.5394
"qualitatif"	3	2	1.0153	0	-0.5519	1	-0.2549
"spectaculaire"	17	4	0.3788	4	-0.6066	9	0.4238
"amplement"	4	1	0.2411	0	-0.7359	3	0.5874
"nommer"	20	8	1.5903	6	-0.3625	6	-0.9683
"diamétralement"	2	1	0.4593	1	0.2431	0	-0.5394
"dépit"	7	1	-0.2229	3	0.3401	3	-0.2355
"déni"	2	1	0.4593	1	0.2431	0	-0.5394
"envers"	31	2	-1.3323	9	-0.4807	20	1.5026
"scarifier"	2	0	-0.1853	1	0.2431	1	0.148
"retard"	11	3	0.448	3	-0.3579	5	-0.2216
"arranger"	7	2	0.3963	2	-0.2652	3	-0.2355
"déceler"	4	0	-0.3706	2	0.3678	2	0.2011
"cloner"	3	0	-0.278	3	1.3854	0	-0.809
"outrancier"	2	0	-0.1853	2	0.9236	0	-0.5394
"user"	13	0	-1.2045	6	0.5658	7	0.4073
"relief"	9	1	-0.3369	2	-0.4581	6	0.7306
"étonnamment"	7	1	-0.2229	4	0.7163	2	-0.534
"douteux"	7	1	-0.2229	3	0.3401	3	-0.2355
"ridiculement"	4	1	0.2411	2	0.3678	1	-0.4311
"insister"	7	5	2.4111	1	-0.6164	1	-1.0411
"absent"	10	2	0.2219	5	0.6229	3	-0.6196
"scandale"	5	0	-0.4633	1	-0.3591	4	0.841
"volontairement"	6	1	-0.1709	4	0.9493	1	-0.8282
"fraise"	8	2	0.3248	5	0.9967	1	-1.2606
"père-fils"	2	0	-0.1853	1	0.2431	1	0.148
"démon"	4	1	0.2411	2	0.3678	1	-0.4311
"optimiste"	6	0	-0.5559	1	-0.4842	5	1.1074
"honteux"	3	2	1.0153	1	-0.1399	0	-0.809
"descendant"	10	5	1.555	3	-0.2785	2	-1.0639
"soi"	17	3	-0.2351	7	0.4371	7	-0.364
"briller"	12	2	-0.2318	6	0.6934	4	-0.5621
"faucher"	2	0	-0.1853	2	0.9236	0	-0.5394
"gentillesse"	4	0	-0.3706	2	0.3678	2	0.2011
"interrogation"	8	0	-0.7412	2	-0.3575	6	0.9965
"arlésien"	9	1	-0.3369	3	-0.2072	5	0.3887
"nez"	8	1	-0.2785	4	0.5473	3	-0.349
"-Un"	9	0	-0.8339	2	-0.4581	7	1.2349
"dieu"	23	5	0.3366	6	-0.5708	12	0.446
"-La"	10	2	0.2219	6	1.0482	2	-1.0639
"-Les"	15	2	-0.3684	5	-0.2369	8	0.4158
"combattre"	35	6	-0.3191	15	0.712	14	-0.5457
"-Une"	5	0	-0.4633	2	0.2498	3	0.3665
"mécher"	18	4	0.3328	8	0.5889	6	-0.7104
"mi"	6	0	-0.5559	2	-0.1828	4	0.5584
"forteresse"	8	0	-0.7412	3	0.2511	5	0.5453
"daller"	2	0	-0.1853	1	0.2431	1	0.148
"-On"	2	0	-0.1853	1	0.2431	1	0.148
"10ans"	3	2	1.0153	0	-0.5519	1	-0.2549
"Iris"	3	1	0.3254	1	-0.1399	1	-0.2549
"forcement"	5	1	0.1832	1	-0.3591	3	0.3665
"surement"	17	7	1.5117	5	-0.3607	5	-0.9052
"construire"	30	5	-0.3272	9	-0.4226	16	0.5598
"décalage"	6	3	1.0485	1	-0.4842	2	-0.3806
"e"	6	3	1.0485	2	-0.1828	1	-0.8282
"téléphone"	5	0	-0.4633	4	1.2886	1	-0.6238
"toute"	2	0	-0.1853	0	-0.3679	2	0.6696
"anthologie"	2	1	0.4593	0	-0.3679	1	0.148
"dantesque"	7	2	0.3963	2	-0.2652	3	-0.2355
"malheur"	9	2	0.2679	3	-0.2072	4	-0.2281
"intégralité"	11	2	-0.1914	2	-0.6792	7	0.7062
"intervalle"	5	1	0.1832	2	0.2498	2	-0.2442
"rafraîchir"	2	1	0.4593	1	0.2431	0	-0.5394
"incompétent"	2	1	0.4593	1	0.2431	0	-0.5394
"hisser"	7	3	0.8705	2	-0.2652	2	-0.534
"bâtir"	5	4	2.2393	1	-0.3591	0	-1.3484
"jouet"	2	1	0.4593	1	0.2431	0	-0.5394
"dame"	3	1	0.3254	2	0.5601	0	-0.809
"surcharge"	2	1	0.4593	1	0.2431	0	-0.5394
"orphelin"	5	2	0.6079	2	0.2498	1	-0.6238
"peuple"	7	1	-0.2229	2	-0.2652	4	0.3782
"mentionner"	8	2	0.3248	5	0.9967	1	-1.2606
"Italie"	30	4	-0.5366	8	-0.6179	18	1.0342
"poindre"	14	1	-0.6607	2	-1.0479	11	1.8357
"récapitulatif"	2	1	0.4593	0	-0.3679	1	0.148
"anecdote"	3	1	0.3254	1	-0.1399	1	-0.2549
"texte"	12	5	1.2038	3	-0.4444	4	-0.5621
"planète"	8	3	0.7305	1	-0.7541	4	0.2579
"intituler"	2	1	0.4593	1	0.2431	0	-0.5394
"spécialiste"	2	1	0.4593	0	-0.3679	1	0.148
"soi-disant"	4	3	1.6148	1	-0.2431	0	-1.0787
"lumineux"	5	1	0.1832	2	0.2498	2	-0.2442
"encombrer"	2	1	0.4593	0	-0.3679	1	0.148
"réciter"	3	3	2.1493	0	-0.5519	0	-0.809
"motivation"	11	5	1.3651	3	-0.3579	3	-0.7722
"éculer"	2	1	0.4593	1	0.2431	0	-0.5394
"théâtre"	6	2	0.4878	2	-0.1828	2	-0.3806
"adolescent"	9	2	0.2679	3	-0.2072	4	-0.2281
"façade"	9	1	-0.3369	4	0.4209	4	-0.2281
"piste"	12	4	0.7331	2	-0.7978	6	0.2936
"artifice"	3	1	0.3254	2	0.5601	0	-0.809
"populaire"	7	1	-0.2229	0	-1.2878	6	1.3832
"télévision"	4	1	0.2411	2	0.3678	1	-0.4311
"illustrer"	4	1	0.2411	1	-0.2431	2	0.2011
"pif"	2	2	1.4329	0	-0.3679	0	-0.5394
"costume"	7	3	0.8705	2	-0.2652	2	-0.534
"anatomie"	2	2	1.4329	0	-0.3679	0	-0.5394
"copie"	15	4	0.4916	7	0.6328	4	-0.9917
"inverser"	13	1	-0.5926	5	0.3142	7	0.4073
"fille"	17	3	-0.2351	2	-1.448	12	1.42
"cuir"	2	1	0.4593	0	-0.3679	1	0.148
"mouvoir"	4	1	0.2411	1	-0.2431	2	0.2011
"sous-jacent"	4	2	0.7726	2	0.3678	0	-1.0787
"discipline"	5	1	0.1832	4	1.2886	0	-1.3484
"diluer"	6	1	-0.1709	3	0.4641	2	-0.3806
"escalier"	7	1	-0.2229	3	0.3401	3	-0.2355
"utopique"	2	1	0.4593	1	0.2431	0	-0.5394
"kilomètre"	7	1	-0.2229	2	-0.2652	4	0.3782
"fanboys"	2	1	0.4593	0	-0.3679	1	0.148
"frénétique"	5	2	0.6079	0	-0.9198	3	0.3665
"brouiller"	4	3	1.6148	1	-0.2431	0	-1.0787
"illusion"	9	6	2.6077	3	-0.2072	0	-2.4271
"défense"	10	2	0.2219	4	0.3247	4	-0.3263
"différencier"	7	2	0.3963	3	0.3401	2	-0.534
"usine"	3	2	1.0153	0	-0.5519	1	-0.2549
"gestation"	8	1	-0.2785	3	0.2511	4	0.2579
"concocter"	2	1	0.4593	0	-0.3679	1	0.148
"publicitaire"	3	2	1.0153	0	-0.5519	1	-0.2549
"réputation"	21	6	0.6935	6	-0.4275	9	-0.3325
"étals"	3	1	0.3254	0	-0.5519	2	0.3527
"environ"	26	4	-0.3742	8	-0.3662	14	0.5521
"amputer"	3	1	0.3254	2	0.5601	0	-0.809
"accuser"	9	2	0.2679	0	-1.6557	7	1.2349
"chanson"	8	4	1.3069	1	-0.7541	3	-0.349
"pathétique"	2	1	0.4593	1	0.2431	0	-0.5394
"dithyrambique"	7	2	0.3963	4	0.7163	1	-1.0411
"signer"	7	1	-0.2229	2	-0.2652	4	0.3782
"téléchargement"	3	1	0.3254	0	-0.5519	2	0.3527
"jubilatoire"	8	2	0.3248	1	-0.7541	5	0.5453
"vingt"	5	2	0.6079	0	-0.9198	3	0.3665
"vente"	6	2	0.4878	2	-0.1828	2	-0.3806
"asservir"	3	1	0.3254	1	-0.1399	1	-0.2549
"aveugle"	11	2	-0.1914	4	0.2507	5	-0.2216
"intégralement"	2	1	0.4593	0	-0.3679	1	0.148
"audace"	9	2	0.2679	1	-0.8963	6	0.7306
"clôturer"	2	0	-0.1853	1	0.2431	1	0.148
"enliser"	2	0	-0.1853	2	0.9236	0	-0.5394
"features"	5	0	-0.4633	4	1.2886	1	-0.6238
"prévu"	7	1	-0.2229	3	0.3401	3	-0.2355
"contrariété"	2	0	-0.1853	1	0.2431	1	0.148
"in"	23	5	0.3366	5	-0.8506	13	0.6616
"prenant"	32	6	-0.2362	11	-0.2413	15	0.267
"alambiquer"	4	1	0.2411	2	0.3678	1	-0.4311
"épais"	3	1	0.3254	1	-0.1399	1	-0.2549
"facepalm"	2	0	-0.1853	2	0.9236	0	-0.5394
"distiller"	5	0	-0.4633	1	-0.3591	4	0.841
"princesse"	7	1	-0.2229	5	1.2795	1	-1.0411
"communiquer"	3	0	-0.278	3	1.3854	0	-0.809
"épaissir"	4	0	-0.3706	2	0.3678	2	0.2011
"facultatif"	3	0	-0.278	1	-0.1399	2	0.3527
"glace"	9	3	0.6176	3	-0.2072	3	-0.4778
"mine"	9	1	-0.3369	4	0.4209	4	-0.2281
"tombeau"	22	0	-2.0384	11	1.0069	11	0.3535
"exclusif"	2	0	-0.1853	1	0.2431	1	0.148
"coincer"	7	1	-0.2229	3	0.3401	3	-0.2355
"magistral"	16	0	-1.4825	7	0.5263	9	0.5375
"hypé"	2	0	-0.1853	1	0.2431	1	0.148
"respirer"	12	2	-0.2318	4	-0.224	6	0.2936
"admirer"	20	4	0.2569	7	0.2472	9	-0.2625
"gambader"	2	0	-0.1853	1	0.2431	1	0.148
"voiturer"	3	1	0.3254	1	-0.1399	1	-0.2549
"ficher"	12	1	-0.526	6	0.6934	5	-0.3086
"fights"	3	0	-0.278	3	1.3854	0	-0.809
"haletant"	4	0	-0.3706	3	0.9135	1	-0.4311
"inventer"	2	0	-0.1853	1	0.2431	1	0.148
"debout"	4	2	0.7726	1	-0.2431	1	-0.4311
"deuil"	3	0	-0.278	3	1.3854	0	-0.809
"cassé"	2	0	-0.1853	2	0.9236	0	-0.5394
"déraper"	2	0	-0.1853	1	0.2431	1	0.148
"fût"	2	1	0.4593	1	0.2431	0	-0.5394
"colère"	8	4	1.3069	0	-1.4718	4	0.2579
"laborieux"	15	5	0.8401	3	-0.7388	7	0.2315
"chara-design"	6	2	0.4878	2	-0.1828	2	-0.3806
"aliasing"	17	4	0.3788	8	0.6973	5	-0.9052
"camer"	12	4	0.7331	3	-0.4444	5	-0.3086
"faune"	12	2	-0.2318	5	0.3947	5	-0.3086
"galoper"	18	5	0.5945	2	-1.5867	11	0.8178
"Internet"	5	2	0.6079	0	-0.9198	3	0.3665
"banc"	13	4	0.6405	5	0.3142	4	-0.6964
"ménestrel"	2	2	1.4329	0	-0.3679	0	-0.5394
"commerçant"	6	2	0.4878	1	-0.4842	3	0.2338
"marécage"	5	1	0.1832	2	0.2498	2	-0.2442
"vent"	24	4	-0.3019	6	-0.6486	14	0.7876
"oiseau"	11	3	0.448	2	-0.6792	6	0.3984
"enquêter"	6	2	0.4878	3	0.4641	1	-0.8282
"humeur"	9	2	0.2679	3	-0.2072	4	-0.2281
"donneur"	2	1	0.4593	1	0.2431	0	-0.5394
"patienter"	3	1	0.3254	0	-0.5519	2	0.3527
"honte"	4	3	1.6148	1	-0.2431	0	-1.0787
"tristesse"	5	3	1.2836	2	0.2498	0	-1.3484
"amitié"	18	4	0.3328	1	-2.2905	13	1.6251
"look"	11	7	2.8146	3	-0.3579	1	-1.9466
"dénouement"	7	2	0.3963	3	0.3401	2	-0.534
"noblesse"	4	1	0.2411	1	-0.2431	2	0.2011
"http"	16	6	1.1592	5	-0.2959	5	-0.768
"fr"	7	2	0.3963	0	-1.2878	5	0.77
"nation"	5	1	0.1832	2	0.2498	2	-0.2442
"patrie"	2	1	0.4593	0	-0.3679	1	0.148
"célébrer"	2	0	-0.1853	0	-0.3679	2	0.6696
"symbole"	6	0	-0.5559	0	-1.1038	6	2.009
"p"	16	0	-1.4825	2	-1.3118	14	3.0982
"virer"	5	0	-0.4633	3	0.6422	2	-0.2442
"convaincant"	12	1	-0.526	4	-0.224	7	0.5368
"scénaristiquement"	7	0	-0.6486	3	0.3401	4	0.3782
"parlant"	3	0	-0.278	2	0.5601	1	-0.2549
"baclé"	2	1	0.4593	0	-0.3679	1	0.148
"accélérer"	4	0	-0.3706	1	-0.2431	3	0.5874
"supplémentaire"	18	3	-0.2714	7	0.3624	8	-0.2717
"ect"	9	1	-0.3369	2	-0.4581	6	0.7306
"insensible"	5	1	0.1832	0	-0.9198	4	0.841
"humble"	5	0	-0.4633	0	-0.9198	5	1.6741
"buisson"	3	1	0.3254	0	-0.5519	2	0.3527
"bourriner"	5	1	0.1832	1	-0.3591	3	0.3665
"abruti"	6	2	0.4878	0	-1.1038	4	0.5584
"25h"	6	1	-0.1709	1	-0.4842	4	0.5584
"rallonger"	10	2	0.2219	2	-0.5657	6	0.5392
"premier|première"	3	0	-0.278	1	-0.1399	2	0.3527
"invincible"	9	1	-0.3369	4	0.4209	4	-0.2281
"laps"	2	0	-0.1853	0	-0.3679	2	0.6696
"envoi"	3	1	0.3254	0	-0.5519	2	0.3527
"doux"	3	0	-0.278	0	-0.5519	3	1.0045
"remercier"	6	0	-0.5559	2	-0.1828	4	0.5584
"voici"	8	3	0.7305	1	-0.7541	4	0.2579
"theme"	4	1	0.2411	0	-0.7359	3	0.5874
"radio"	6	1	-0.1709	1	-0.4842	4	0.5584
"dépaysant"	6	2	0.4878	2	-0.1828	2	-0.3806
"plaque"	2	0	-0.1853	0	-0.3679	2	0.6696
"énoncer"	3	0	-0.278	1	-0.1399	2	0.3527
"Prompto"	5	0	-0.4633	2	0.2498	3	0.3665
"estomper"	3	1	0.3254	0	-0.5519	2	0.3527
"E3"	15	1	-0.7302	8	0.9756	6	-0.3839
"défendre"	17	4	0.3788	6	0.2486	7	-0.364
"déchéance"	3	2	1.0153	1	-0.1399	0	-0.809
"auparavant"	22	5	0.3772	6	-0.497	11	0.3535
"vomi"	2	2	1.4329	0	-0.3679	0	-0.5394
"ruiner"	6	2	0.4878	2	-0.1828	2	-0.3806
"géopolitique"	3	1	0.3254	2	0.5601	0	-0.809
"exercice"	4	1	0.2411	1	-0.2431	2	0.2011
"quinzième"	10	2	0.2219	4	0.3247	4	-0.3263
"méta"	5	3	1.2836	1	-0.3591	1	-0.6238
"affirmation"	2	2	1.4329	0	-0.3679	0	-0.5394
"quintessence"	2	1	0.4593	0	-0.3679	1	0.148
"légèreté"	5	1	0.1832	1	-0.3591	3	0.3665
"transcender"	11	4	0.8413	4	0.2507	3	-0.7722
"essence"	9	2	0.2679	2	-0.4581	5	0.3887
"contemporain"	8	5	2.06	0	-1.4718	3	-0.349
"boiteux"	5	1	0.1832	1	-0.3591	3	0.3665
"collage"	2	1	0.4593	1	0.2431	0	-0.5394
"routier"	3	1	0.3254	0	-0.5519	2	0.3527
"western"	58	2	-3.3396	18	-0.4672	38	2.614
"formater"	3	1	0.3254	0	-0.5519	2	0.3527
"conforme"	3	1	0.3254	1	-0.1399	1	-0.2549
"prisme"	2	1	0.4593	1	0.2431	0	-0.5394
"maladroitement"	5	3	1.2836	1	-0.3591	1	-0.6238
"peinture"	5	1	0.1832	1	-0.3591	3	0.3665
"paradisiaque"	2	1	0.4593	0	-0.3679	1	0.148
"scenario"	6	2	0.4878	1	-0.4842	3	0.2338
"stéréotypé"	3	2	1.0153	1	-0.1399	0	-0.809
"lisse"	5	2	0.6079	2	0.2498	1	-0.6238
"infiltration"	41	14	1.7603	13	-0.3757	14	-1.0971
"camaraderie"	2	1	0.4593	1	0.2431	0	-0.5394
"obligé"	4	2	0.7726	2	0.3678	0	-1.0787
"considérant"	2	1	0.4593	1	0.2431	0	-0.5394
"Final"	7	1	-0.2229	5	1.2795	1	-1.0411
"inquiéter"	7	2	0.3963	2	-0.2652	3	-0.2355
"portable"	22	2	-0.7529	7	-0.3079	13	0.7952
"excessif"	6	2	0.4878	3	0.4641	1	-0.8282
"directeur"	4	1	0.2411	3	0.9135	0	-1.0787
"arrivé|arrivée"	24	8	1.1341	6	-0.6486	10	-0.3926
"imminent"	2	1	0.4593	0	-0.3679	1	0.148
"présager"	8	2	0.3248	4	0.5473	2	-0.7006
"intrinsèque"	3	3	2.1493	0	-0.5519	0	-0.809
"savoir-faire"	3	1	0.3254	0	-0.5519	2	0.3527
"optimisation"	3	2	1.0153	1	-0.1399	0	-0.809
"verrouillage"	2	1	0.4593	1	0.2431	0	-0.5394
"dérangeant"	9	4	1.1216	2	-0.4581	3	-0.4778
"dormir"	10	2	0.2219	3	-0.2785	5	0.2772
"journée"	11	3	0.448	2	-0.6792	6	0.3984
"surréaliste"	3	1	0.3254	2	0.5601	0	-0.809
"coder"	2	1	0.4593	0	-0.3679	1	0.148
"screen"	3	1	0.3254	2	0.5601	0	-0.809
"denrée"	3	1	0.3254	0	-0.5519	2	0.3527
"marchand"	5	1	0.1832	0	-0.9198	4	0.841
"faculté"	6	1	-0.1709	1	-0.4842	4	0.5584
"avèrera"	2	1	0.4593	0	-0.3679	1	0.148
"économie"	4	1	0.2411	0	-0.7359	3	0.5874
"insipide"	10	2	0.2219	7	1.6181	1	-1.7142
"venger"	9	2	0.2679	1	-0.8963	6	0.7306
"royalement"	3	1	0.3254	0	-0.5519	2	0.3527
"bateau"	7	2	0.3963	4	0.7163	1	-1.0411
"priver"	6	3	1.0485	2	-0.1828	1	-0.8282
"minime"	5	2	0.6079	1	-0.3591	2	-0.2442
"épargner"	6	1	-0.1709	2	-0.1828	3	0.2338
"-Le"	6	4	1.834	2	-0.1828	0	-1.6181
"fâcheux"	6	1	-0.1709	2	-0.1828	3	0.2338
"boutique"	4	2	0.7726	0	-0.7359	2	0.2011
"panne"	6	4	1.834	2	-0.1828	0	-1.6181
"détresse"	5	1	0.1832	2	0.2498	2	-0.2442
"puisqu'elles"	2	1	0.4593	0	-0.3679	1	0.148
"extérieur"	10	2	0.2219	6	1.0482	2	-1.0639
"maintenir"	13	4	0.6405	3	-0.5371	6	-0.2157
"flâner"	4	1	0.2411	1	-0.2431	2	0.2011
"urgence"	3	1	0.3254	1	-0.1399	1	-0.2549
"10h"	4	1	0.2411	2	0.3678	1	-0.4311
"relier"	7	2	0.3963	3	0.3401	2	-0.534
"cross-média"	3	2	1.0153	1	-0.1399	0	-0.809
"rebours"	2	1	0.4593	1	0.2431	0	-0.5394
"spoil"	10	1	-0.3979	3	-0.2785	6	0.5392
"allègrement"	3	1	0.3254	1	-0.1399	1	-0.2549
"planer"	14	4	0.5607	6	0.4616	4	-0.84
"ignorer"	11	2	-0.1914	1	-1.191	8	1.143
"retournement"	4	2	0.7726	1	-0.2431	1	-0.4311
"dégoûter"	4	1	0.2411	1	-0.2431	2	0.2011
"apriori"	2	1	0.4593	0	-0.3679	1	0.148
"achevé"	3	1	0.3254	0	-0.5519	2	0.3527
"mordre"	5	3	1.2836	0	-0.9198	2	-0.2442
"maquiller"	3	1	0.3254	0	-0.5519	2	0.3527
"moche"	32	8	0.5808	13	0.5368	11	-0.9198
"transporter"	8	1	-0.2785	5	0.9967	2	-0.7006
"conceptuel"	2	1	0.4593	0	-0.3679	1	0.148
"caricature"	3	3	2.1493	0	-0.5519	0	-0.809
"coupure"	4	1	0.2411	1	-0.2431	2	0.2011
"média"	7	2	0.3963	1	-0.6164	4	0.3782
"bilan"	8	2	0.3248	5	0.9967	1	-1.2606
"moyenne"	8	2	0.3248	5	0.9967	1	-1.2606
"juger"	16	4	0.4314	7	0.5263	5	-0.768
"trailer"	15	2	-0.3684	9	1.4121	4	-0.9917
"invasion"	3	1	0.3254	1	-0.1399	1	-0.2549
"déplaire"	15	2	-0.3684	6	0.3763	7	0.2315
"retravailler"	3	1	0.3254	1	-0.1399	1	-0.2549
"divergent"	2	1	0.4593	1	0.2431	0	-0.5394
"senscritique"	4	3	1.6148	0	-0.7359	1	-0.4311
"jeuvideo"	3	3	2.1493	0	-0.5519	0	-0.809
"Final_Fantasy_XV"	2	2	1.4329	0	-0.3679	0	-0.5394
"Ah"	4	3	1.6148	0	-0.7359	1	-0.4311
"remarquer"	24	4	-0.3019	14	1.8396	6	-1.5577
"pseudo"	7	4	1.5373	2	-0.2652	1	-1.0411
"féministe"	2	2	1.4329	0	-0.3679	0	-0.5394
"centrale"	2	1	0.4593	1	0.2431	0	-0.5394
"électricité"	8	1	-0.2785	6	1.6268	1	-1.2606
"là-dessus"	5	2	0.6079	2	0.2498	1	-0.6238
"aîné"	6	1	-0.1709	2	-0.1828	3	0.2338
"drama"	3	1	0.3254	1	-0.1399	1	-0.2549
"jeuxvideo"	3	0	-0.278	0	-0.5519	3	1.0045
"polémique"	4	1	0.2411	1	-0.2431	2	0.2011
"légende"	14	1	-0.6607	2	-1.0479	11	1.8357
"décrier"	5	0	-0.4633	1	-0.3591	4	0.841
"focaliser"	5	0	-0.4633	1	-0.3591	4	0.841
"rebuter"	6	1	-0.1709	3	0.4641	2	-0.3806
"cinq"	17	4	0.3788	7	0.4371	6	-0.5928
"confiner"	4	0	-0.3706	0	-0.7359	4	1.3393
"correctif"	3	2	1.0153	0	-0.5519	1	-0.2549
"passager"	3	2	1.0153	0	-0.5519	1	-0.2549
"conversation"	12	5	1.2038	2	-0.7978	5	-0.3086
"x"	8	4	1.3069	0	-1.4718	4	0.2579
"hitbox"	3	0	-0.278	1	-0.1399	2	0.3527
"jumpscares"	2	0	-0.1853	1	0.2431	1	0.148
"aire"	3	0	-0.278	1	-0.1399	2	0.3527
"citadelle"	6	1	-0.1709	3	0.4641	2	-0.3806
"effacer"	6	0	-0.5559	0	-1.1038	6	2.009
"ampleur"	6	1	-0.1709	1	-0.4842	4	0.5584
"capturer"	13	2	-0.2749	3	-0.5371	8	0.6902
"trace"	7	1	-0.2229	2	-0.2652	4	0.3782
"indélébile"	4	0	-0.3706	1	-0.2431	3	0.5874
"bonheur"	28	2	-1.1314	6	-0.9955	20	2.2025
"funeste"	3	0	-0.278	1	-0.1399	2	0.3527
"secouer"	2	0	-0.1853	0	-0.3679	2	0.6696
"causer"	8	2	0.3248	1	-0.7541	5	0.5453
"générique"	13	1	-0.5926	8	1.3696	4	-0.6964
"poids"	9	0	-0.8339	3	-0.2072	6	0.7306
"acte"	15	2	-0.3684	4	-0.4362	9	0.6794
"idyllique"	2	0	-0.1853	0	-0.3679	2	0.6696
"paragraphe"	4	1	0.2411	1	-0.2431	2	0.2011
"buzz"	2	2	1.4329	0	-0.3679	0	-0.5394
"associer"	15	2	-0.3684	1	-1.8096	12	2.081
"réponse"	27	4	-0.4127	16	2.129	7	-1.5992
"formuler"	2	1	0.4593	1	0.2431	0	-0.5394
"double"	24	6	0.5117	9	0.3421	9	-0.5893
"chill"	2	2	1.4329	0	-0.3679	0	-0.5394
"soulever"	10	3	0.525	3	-0.2785	4	-0.3263
"vénérer"	2	1	0.4593	0	-0.3679	1	0.148
"repousser"	10	1	-0.3979	4	0.3247	5	0.2772
"bugué"	2	2	1.4329	0	-0.3679	0	-0.5394
"trente"	6	6	4.2987	0	-1.1038	0	-1.6181
"embêtant"	4	1	0.2411	1	-0.2431	2	0.2011
"recoin"	10	2	0.2219	0	-1.8397	8	1.4828
"homogène"	2	1	0.4593	0	-0.3679	1	0.148
"rushé"	3	1	0.3254	1	-0.1399	1	-0.2549
"bloc"	4	2	0.7726	0	-0.7359	2	0.2011
"daigner"	3	1	0.3254	0	-0.5519	2	0.3527
"dégueulasse"	19	6	0.8499	8	0.4968	5	-1.2006
"pathfinding"	3	2	1.0153	0	-0.5519	1	-0.2549
"chute"	26	5	0.2384	11	0.583	10	-0.5597
"clipping"	16	1	-0.8008	6	0.3062	9	0.5375
"montage"	3	1	0.3254	1	-0.1399	1	-0.2549
"alternance"	5	3	1.2836	1	-0.3591	1	-0.6238
